0.001749	0.000180	-0.002939	0.000201
0.000180	0.000330	-0.000108	-0.000090
-0.002939	-0.000108	0.006050	-0.000274
0.000201	-0.000090	-0.000274	0.000084
0.064816	-0.014927	-0.018196	0.009717
-0.014927	0.083364	0.015381	-0.019658
-0.018196	0.015381	0.043527	-0.012622
0.009717	-0.019658	-0.012622	0.011607
0.116665	-0.125754	-0.030859	0.014156
-0.125754	0.174583	0.020802	-0.019237
-0.030859	0.020802	0.021467	-0.000478
0.014156	-0.019237	-0.000478	0.003363
0.057422	-0.021306	0.035023	-0.018617
-0.021306	0.017443	0.000285	0.010792
0.035023	0.000285	0.078614	0.006519
-0.018617	0.010792	0.006519	0.014283
0.004644	0.009365	-0.009798	-0.002625
0.009365	0.020837	-0.020302	-0.009671
-0.009798	-0.020302	0.020937	0.006450
-0.002625	-0.009671	0.006450	0.012238
0.104396	-0.056166	0.028308	-0.041416
-0.056166	0.115145	0.022662	0.027996
0.028308	0.022662	0.127710	0.015950
-0.041416	0.027996	0.015950	0.037526
0.032735	0.093080	0.001901	-0.009044
0.093080	0.478022	-0.020092	-0.035233
0.001901	-0.020092	0.018822	0.001978
-0.009044	-0.035233	0.001978	0.003946
0.053920	-0.011973	-0.032492	0.021555
-0.011973	0.022840	-0.009222	-0.008735
-0.032492	-0.009222	0.053911	-0.012610
0.021555	-0.008735	-0.012610	0.013148
