0.110787	-0.064804	-0.003349
-0.064804	0.069930	0.017905
-0.003349	0.017905	0.030693
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.058991	0.060737	0.017926
0.060737	0.122563	0.011735
0.017926	0.011735	0.014967
0.134331	-0.056042	0.004744
-0.056042	0.061250	0.012729
0.004744	0.012729	0.034876
0.044958	0.046195	0.016887
0.046195	0.110950	0.011591
0.016887	0.011591	0.012858
0.028808	-0.017445	0.029784
-0.017445	0.010574	-0.018025
0.029784	-0.018025	0.030848
