0.480	0.000	-0.000	0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.165	0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.000	0.000	0.709	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	-0.000	0.000	0.532	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	-0.000	0.000	-0.000	0.052	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.000	0.000	0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-6.369	-2.755	0.007	-1.105	-0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-2.057	-1.396	-0.016	0.143	-0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.124	-0.106	-0.239	0.205	0.096	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
-1.004	-0.553	-0.087	-0.211	-0.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2.831	1.075	0.134	1.961	-0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.580	0.048	-0.007	0.025	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.048	0.155	0.003	-0.016	0.040	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.007	0.003	0.725	0.005	-0.008	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.025	-0.016	0.005	0.536	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000
-0.137	0.040	-0.008	0.084	0.347	-0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	-0.000	-0.000	0.000	-0.000	1.203	0.000	0.000	0.000	0.000	0.000	0.000
-5.456	-2.136	-0.028	-1.232	-0.141	783.203	0.000	0.000	0.000	0.000	0.000	0.000
-1.415	-0.933	-0.007	-0.148	-0.482	1056.631	0.000	0.000	0.000	0.000	0.000	0.000
0.049	0.188	-0.309	0.166	0.618	-1421.516	0.000	0.000	0.000	0.000	0.000	0.000
-0.645	-0.580	-0.020	-0.450	-0.986	-79.573	0.000	0.000	0.000	0.000	0.000	0.000
2.399	0.229	0.235	1.742	-1.109	3814.324	0.000	0.000	0.000	0.000	0.000	0.000
-0.000	0.000	0.000	-0.000	0.000	-29907905.146	0.000	0.000	0.000	0.000	0.000	0.000
