0.354	-0.000	0.000	0.000	0.000	0.000	-1.046	-0.445	-0.690	0.319	-0.015	-0.344
-0.000	0.075	0.000	-0.000	0.000	0.000	-0.307	-0.556	0.033	0.049	0.033	0.030
0.000	0.000	0.050	0.000	-0.000	-0.000	-0.095	-0.059	-0.082	0.024	-0.017	0.137
0.000	-0.000	0.000	0.020	-0.000	-0.000	0.074	0.116	0.051	-0.128	-0.008	0.139
0.000	0.000	-0.000	-0.000	0.221	-0.000	-0.783	-1.225	-0.275	0.114	-0.399	-0.199
0.000	0.000	-0.000	-0.000	-0.000	0.027	-0.024	0.128	-0.176	0.093	0.127	-0.241
-1.046	-0.307	-0.095	0.074	-0.783	-0.024	0.000	0.000	0.000	0.000	0.000	0.000
-0.445	-0.556	-0.059	0.116	-1.225	0.128	0.000	0.000	0.000	0.000	0.000	0.000
-0.690	0.033	-0.082	0.051	-0.275	-0.176	0.000	0.000	0.000	0.000	0.000	0.000
0.319	0.049	0.024	-0.128	0.114	0.093	0.000	0.000	0.000	0.000	0.000	0.000
-0.015	0.033	-0.017	-0.008	-0.399	0.127	0.000	0.000	0.000	0.000	0.000	0.000
-0.344	0.030	0.137	0.139	-0.199	-0.241	0.000	0.000	0.000	0.000	0.000	0.000
0.277	0.000	-0.000	0.000	-0.000	-0.000	-0.818	0.090	-0.122	0.152	-0.137	-0.032
0.000	0.046	-0.000	0.000	-0.000	-0.000	-0.180	-0.189	0.021	0.003	-0.008	-0.035
-0.000	-0.000	0.032	-0.000	0.000	0.000	-0.068	0.059	-0.060	0.070	-0.052	0.086
0.000	0.000	-0.000	0.009	-0.000	-0.000	0.008	0.046	-0.035	-0.018	-0.006	0.033
-0.000	-0.000	0.000	-0.000	0.208	0.000	-0.777	-0.346	0.004	0.012	-0.532	-0.168
-0.000	-0.000	0.000	-0.000	0.000	0.018	0.013	-0.001	-0.055	-0.008	0.100	-0.083
-0.818	-0.180	-0.068	0.008	-0.777	0.013	0.000	0.000	0.000	0.000	0.000	0.000
0.090	-0.189	0.059	0.046	-0.346	-0.001	0.000	0.000	0.000	0.000	0.000	0.000
-0.122	0.021	-0.060	-0.035	0.004	-0.055	0.000	0.000	0.000	0.000	0.000	0.000
0.152	0.003	0.070	-0.018	0.012	-0.008	0.000	0.000	0.000	0.000	0.000	0.000
-0.137	-0.008	-0.052	-0.006	-0.532	0.100	0.000	0.000	0.000	0.000	0.000	0.000
-0.032	-0.035	0.086	0.033	-0.168	-0.083	0.000	0.000	0.000	0.000	0.000	0.000
