0.093	0.000	-0.000	0.000	-0.000	0.000	-0.102	0.053	0.073	-0.146	-0.201	0.240
0.000	0.693	-0.000	0.000	-0.000	0.000	0.086	-0.211	-1.257	0.437	0.805	0.274
-0.000	-0.000	0.967	-0.000	0.000	-0.000	0.287	1.247	-2.326	-0.001	-0.711	1.471
0.000	0.000	-0.000	0.324	-0.000	0.000	0.269	0.094	1.735	-1.516	-1.100	0.832
-0.000	-0.000	0.000	-0.000	0.038	-0.000	0.017	-0.030	0.128	-0.049	-0.083	0.018
0.000	0.000	-0.000	0.000	-0.000	0.176	-0.289	-0.140	-1.385	0.847	0.542	-0.761
-0.102	0.086	0.287	0.269	0.017	-0.289	0.000	0.000	0.000	0.000	0.000	0.000
0.053	-0.211	1.247	0.094	-0.030	-0.140	0.000	0.000	0.000	0.000	0.000	0.000
0.073	-1.257	-2.326	1.735	0.128	-1.385	0.000	0.000	0.000	0.000	0.000	0.000
-0.146	0.437	-0.001	-1.516	-0.049	0.847	0.000	0.000	0.000	0.000	0.000	0.000
-0.201	0.805	-0.711	-1.100	-0.083	0.542	0.000	0.000	0.000	0.000	0.000	0.000
0.240	0.274	1.471	0.832	0.018	-0.761	0.000	0.000	0.000	0.000	0.000	0.000
0.130	-0.000	-0.000	0.000	0.000	0.000	-0.226	-0.062	0.127	-0.099	-0.126	0.194
-0.000	0.583	0.000	-0.000	0.000	-0.000	0.073	-0.247	-1.095	0.536	0.165	-0.446
-0.000	0.000	0.693	0.000	-0.000	0.000	-0.525	0.871	-1.322	0.467	-1.361	-0.018
0.000	-0.000	0.000	0.238	0.000	-0.000	0.323	0.186	0.975	-0.851	-0.645	0.478
0.000	0.000	-0.000	0.000	0.033	0.000	-0.170	-0.041	0.199	0.008	-0.258	-0.126
0.000	-0.000	0.000	-0.000	0.000	0.123	-0.797	-0.101	-0.416	0.504	-0.248	-0.686
-0.226	0.073	-0.525	0.323	-0.170	-0.797	0.000	0.000	0.000	0.000	0.000	0.000
-0.062	-0.247	0.871	0.186	-0.041	-0.101	0.000	0.000	0.000	0.000	0.000	0.000
0.127	-1.095	-1.322	0.975	0.199	-0.416	0.000	0.000	0.000	0.000	0.000	0.000
-0.099	0.536	0.467	-0.851	0.008	0.504	0.000	0.000	0.000	0.000	0.000	0.000
-0.126	0.165	-1.361	-0.645	-0.258	-0.248	0.000	0.000	0.000	0.000	0.000	0.000
0.194	-0.446	-0.018	0.478	-0.126	-0.686	0.000	0.000	0.000	0.000	0.000	0.000
