0.636	0.000	0.000	0.000	-0.000	0.000	-0.963	-2.260	0.201	0.369	-0.266	0.063
0.000	0.634	0.000	0.000	0.000	0.000	-0.094	-4.643	-0.306	0.411	-0.766	-0.284
0.000	0.000	0.767	0.000	0.000	0.000	-0.555	0.169	-0.023	1.835	-1.531	-0.104
0.000	0.000	0.000	0.193	0.000	0.000	-0.145	1.834	-0.513	-1.025	0.373	0.065
-0.000	0.000	0.000	0.000	0.013	0.000	0.099	0.008	0.041	0.106	-0.172	-0.056
0.000	0.000	0.000	0.000	0.000	0.106	-0.028	0.295	0.006	-0.312	0.762	-0.034
-0.963	-0.094	-0.555	-0.145	0.099	-0.028	0.000	0.000	0.000	0.000	0.000	0.000
-2.260	-4.643	0.169	1.834	0.008	0.295	0.000	0.000	0.000	0.000	0.000	0.000
0.201	-0.306	-0.023	-0.513	0.041	0.006	0.000	0.000	0.000	0.000	0.000	0.000
0.369	0.411	1.835	-1.025	0.106	-0.312	0.000	0.000	0.000	0.000	0.000	0.000
-0.266	-0.766	-1.531	0.373	-0.172	0.762	0.000	0.000	0.000	0.000	0.000	0.000
0.063	-0.284	-0.104	0.065	-0.056	-0.034	0.000	0.000	0.000	0.000	0.000	0.000
