0.030	-0.000	0.000	0.000	0.000	0.000	-0.352	0.085	0.287	0.597	-0.307	0.617
-0.000	0.062	-0.000	-0.000	-0.000	0.000	-0.170	-1.037	0.412	0.258	0.049	0.729
0.000	-0.000	0.042	0.000	0.000	-0.000	-0.441	-0.057	-0.661	-0.462	0.472	-0.211
0.000	-0.000	0.000	0.003	0.000	-0.000	0.040	-0.084	0.046	-0.133	0.084	-0.011
0.000	-0.000	0.000	0.000	0.065	0.000	0.344	-0.345	0.033	-0.557	-0.664	0.138
0.000	0.000	-0.000	-0.000	0.000	0.001	0.004	-0.038	0.023	-0.065	0.006	-0.048
-0.352	-0.170	-0.441	0.040	0.344	0.004	0.000	0.000	0.000	0.000	0.000	0.000
0.085	-1.037	-0.057	-0.084	-0.345	-0.038	0.000	0.000	0.000	0.000	0.000	0.000
0.287	0.412	-0.661	0.046	0.033	0.023	0.000	0.000	0.000	0.000	0.000	0.000
0.597	0.258	-0.462	-0.133	-0.557	-0.065	0.000	0.000	0.000	0.000	0.000	0.000
-0.307	0.049	0.472	0.084	-0.664	0.006	0.000	0.000	0.000	0.000	0.000	0.000
0.617	0.729	-0.211	-0.011	0.138	-0.048	0.000	0.000	0.000	0.000	0.000	0.000
0.033	-0.000	0.000	-0.000	0.000	0.000	-0.118	-0.106	0.044	0.167	-0.151	0.139
-0.000	0.050	-0.000	0.000	-0.000	-0.000	-0.198	-0.220	0.008	0.335	-0.233	0.184
0.000	-0.000	0.033	-0.000	0.000	0.000	-0.109	-0.009	-0.068	0.085	-0.013	0.024
-0.000	0.000	-0.000	0.007	-0.000	-0.000	0.003	-0.021	0.017	-0.027	0.025	-0.000
0.000	-0.000	0.000	-0.000	0.076	0.000	0.021	-0.033	-0.045	-0.016	-0.125	0.020
0.000	-0.000	0.000	-0.000	0.000	0.001	0.001	-0.001	0.006	-0.009	0.002	-0.008
-0.118	-0.198	-0.109	0.003	0.021	0.001	0.000	0.000	0.000	0.000	0.000	0.000
-0.106	-0.220	-0.009	-0.021	-0.033	-0.001	0.000	0.000	0.000	0.000	0.000	0.000
0.044	0.008	-0.068	0.017	-0.045	0.006	0.000	0.000	0.000	0.000	0.000	0.000
0.167	0.335	0.085	-0.027	-0.016	-0.009	0.000	0.000	0.000	0.000	0.000	0.000
-0.151	-0.233	-0.013	0.025	-0.125	0.002	0.000	0.000	0.000	0.000	0.000	0.000
0.139	0.184	0.024	-0.000	0.020	-0.008	0.000	0.000	0.000	0.000	0.000	0.000
