0.140	-0.000	-0.000	-0.000	0.000	-0.000	-0.128	-0.266	-0.060	-0.122	-0.072	0.016
-0.000	0.584	-0.000	-0.000	-0.000	-0.000	-0.083	-1.925	-0.618	-0.629	-0.990	0.136
-0.000	-0.000	0.706	-0.000	-0.000	-0.000	-0.389	1.541	-0.594	0.810	-0.551	0.136
-0.000	-0.000	-0.000	0.201	-0.000	-0.000	0.164	0.040	-0.092	-0.378	0.195	-0.227
0.000	-0.000	-0.000	-0.000	0.018	-0.000	0.126	0.226	0.037	0.078	-0.286	-0.067
-0.000	-0.000	-0.000	-0.000	-0.000	0.117	-0.075	-0.348	0.080	0.002	0.970	-0.079
-0.128	-0.083	-0.389	0.164	0.126	-0.075	0.000	0.000	0.000	0.000	0.000	0.000
-0.266	-1.925	1.541	0.040	0.226	-0.348	0.000	0.000	0.000	0.000	0.000	0.000
-0.060	-0.618	-0.594	-0.092	0.037	0.080	0.000	0.000	0.000	0.000	0.000	0.000
-0.122	-0.629	0.810	-0.378	0.078	0.002	0.000	0.000	0.000	0.000	0.000	0.000
-0.072	-0.990	-0.551	0.195	-0.286	0.970	0.000	0.000	0.000	0.000	0.000	0.000
0.016	0.136	0.136	-0.227	-0.067	-0.079	0.000	0.000	0.000	0.000	0.000	0.000
